#Time (s),Channel 1 (V),Channel 2 (V)
0.18175,2.518131598045705,2.52817375576329
0.182,2.518131598045705,2.52817375576329
0.18225,2.517797645188485,2.527839218072236
0.1825,2.518131598045705,2.527839218072236
0.18275,2.518131598045705,2.527839218072236
0.183,2.518131598045705,2.527839218072236
0.18325,2.518131598045705,2.527839218072236
0.1835,2.518131598045705,2.527504680381181
0.18375,2.518131598045705,2.527504680381181
0.184,2.518131598045705,2.527504680381181
0.18425,2.518131598045705,2.527504680381181
0.1845,2.518131598045705,2.527170142690126
0.18475,2.518131598045705,2.527170142690126
0.185,2.518131598045705,2.527170142690126
0.18525,2.518465550902925,2.527504680381181
0.1855,2.518799503760145,2.527504680381181
0.18575,2.518799503760145,2.527504680381181
0.186,2.518799503760145,2.527504680381181
0.18625,2.518799503760145,2.527504680381181
0.1865,2.519133456617364,2.527504680381181
0.18675,2.519133456617364,2.527504680381181
0.187,2.518799503760145,2.527170142690126
0.18725,2.518799503760145,2.527170142690126
0.1875,2.518799503760145,2.527170142690126
0.18775,2.518799503760145,2.526835604999071
0.188,2.518799503760145,2.526835604999071
0.18825,2.518799503760145,2.526501067308017
0.1885,2.519133456617364,2.526835604999071
0.18875,2.519133456617364,2.526835604999071
0.189,2.519133456617364,2.526835604999071
0.18925,2.519133456617364,2.526835604999071
0.1895,2.519133456617364,2.526501067308017
0.18975,2.519133456617364,2.526501067308017
0.19,2.518799503760145,2.526501067308017
0.19025,2.518799503760145,2.526166529616963
0.1905,2.518799503760145,2.526166529616963
0.19075,2.518799503760145,2.525831991925908
0.191,2.519133456617364,2.526166529616963
0.19125,2.519133456617364,2.526166529616963
0.1915,2.519133456617364,2.526166529616963
0.19175,2.519133456617364,2.526166529616963
0.192,2.519133456617364,2.525831991925908
0.19225,2.518799503760145,2.525831991925908
0.1925,2.518799503760145,2.525497454234853
0.19275,2.518799503760145,2.525162916543799
0.193,2.518465550902925,2.525162916543799
0.19325,2.518131598045705,2.524828378852744
0.1935,2.517797645188485,2.52449384116169
0.19375,2.517463692331265,2.524159303470635
0.194,2.517463692331265,2.52382476577958
0.19425,2.517463692331265,2.52382476577958
0.1945,2.517129739474045,2.523490228088526
0.19475,2.517129739474045,2.523490228088526
0.195,2.517129739474045,2.523155690397471
0.19525,2.516795786616825,2.523155690397471
0.1955,2.516795786616825,2.523155690397471
0.19575,2.516461833759605,2.522821152706417
0.196,2.516461833759605,2.522486615015362
0.19625,2.516461833759605,2.522486615015362
0.1965,2.516461833759605,2.522486615015362
0.19675,2.516461833759605,2.522486615015362
0.197,2.516461833759605,2.522486615015362
0.19725,2.516127880902385,2.522486615015362
0.1975,2.516127880902385,2.522152077324308
0.19775,2.516127880902385,2.522152077324308
0.198,2.516127880902385,2.522152077324308
0.19825,2.515793928045165,2.522152077324308
0.1985,2.516127880902385,2.522152077324308
0.19875,2.516127880902385,2.522152077324308
0.199,2.515793928045165,2.522152077324308
0.19925,2.515793928045165,2.522486615015362
0.1995,2.515793928045165,2.522486615015362
0.19975,2.515793928045165,2.522486615015362
0.2,2.515793928045165,2.522486615015362
0.20025,2.515793928045165,2.522486615015362
0.2005,2.515793928045165,2.522486615015362
0.20075,2.515793928045165,2.522486615015362
0.201,2.515793928045165,2.522821152706417
0.20125,2.515459975187945,2.522821152706417
0.2015,2.515793928045165,2.522821152706417
0.20175,2.515793928045165,2.522821152706417
0.202,2.515459975187945,2.522821152706417
0.20225,2.515459975187945,2.522821152706417
0.2025,2.515126022330725,2.522821152706417
0.20275,2.515126022330725,2.523155690397471
0.203,2.515126022330725,2.523155690397471
0.20325,2.514792069473506,2.522821152706417
0.2035,2.515126022330725,2.523155690397471
0.20375,2.514792069473506,2.523490228088526
0.204,2.514792069473506,2.523155690397471
0.20425,2.514792069473506,2.523490228088526
0.2045,2.514792069473506,2.523490228088526
0.20475,2.514792069473506,2.52382476577958
0.205,2.514792069473506,2.524159303470635
0.20525,2.514458116616285,2.524159303470635
0.2055,2.514792069473506,2.52449384116169
0.20575,2.514458116616285,2.524828378852744
0.206,2.514458116616285,2.524828378852744
0.20625,2.514458116616285,2.525162916543799
0.2065,2.514458116616285,2.525162916543799
0.20675,2.514124163759066,2.525162916543799
0.207,2.514124163759066,2.525162916543799
0.20725,2.513790210901846,2.525497454234853
0.2075,2.513790210901846,2.525497454234853
0.20775,2.513790210901846,2.525831991925908
0.208,2.513456258044626,2.525831991925908
0.20825,2.513456258044626,2.526501067308017
0.2085,2.513456258044626,2.526501067308017
0.20875,2.513456258044626,2.526835604999071
0.209,2.513122305187406,2.526835604999071
0.20925,2.512788352330186,2.526835604999071
0.2095,2.512788352330186,2.527170142690126
0.20975,2.512788352330186,2.527170142690126
0.21,2.512788352330186,2.527504680381181
0.21025,2.513122305187406,2.528508293454345
0.2105,2.513122305187406,2.528842831145399
0.21075,2.513122305187406,2.529177368836454
0.211,2.512788352330186,2.529177368836454
0.21125,2.512788352330186,2.529511906527508
0.2115,2.512454399472966,2.529511906527508
0.21175,2.512120446615746,2.529846444218563
0.212,2.511786493758526,2.530180981909618
0.21225,2.511452540901306,2.530180981909618
0.2125,2.511452540901306,2.530515519600672
0.21275,2.511118588044086,2.530850057291727
0.213,2.510784635186866,2.530850057291727
0.21325,2.510450682329646,2.530850057291727
0.2135,2.510116729472426,2.530850057291727
0.21375,2.509782776615206,2.531184594982781
0.214,2.509448823757987,2.531184594982781
0.21425,2.509114870900766,2.531519132673836
0.2145,2.508780918043547,2.531853670364891
0.21475,2.508446965186327,2.531853670364891
0.215,2.508113012329107,2.531853670364891
0.21525,2.507779059471887,2.532522745746999
0.2155,2.507445106614667,2.532522745746999
0.21575,2.507111153757447,2.532857283438054
0.216,2.506443248043007,2.532857283438054
0.21625,2.506443248043007,2.533191821129109
0.2165,2.506109295185787,2.533526358820164
0.21675,2.505775342328567,2.533860896511218
0.217,2.505441389471347,2.534195434202272
0.21725,2.505107436614127,2.534529971893327
0.2175,2.504773483756908,2.534864509584382
0.21775,2.504439530899687,2.535533584966491
0.218,2.504105578042468,2.535868122657545
0.21825,2.504105578042468,2.5362026603486
0.2185,2.503771625185248,2.536871735730709
0.21875,2.503437672328028,2.537206273421764
0.219,2.503437672328028,2.537875348803873
0.21925,2.503103719470808,2.538544424185982
0.2195,2.502769766613588,2.538878961877037
0.21975,2.502435813756368,2.539548037259146
0.22,2.501767908041928,2.5398825749502
0.22025,2.501433955184708,2.540217112641255
0.2205,2.501100002327488,2.540886188023364
0.22075,2.500766049470268,2.541220725714419
0.221,2.500098143755829,2.541555263405473
0.22125,2.500098143755829,2.541889801096528
0.2215,2.499764190898609,2.542558876478637
0.22175,2.499430238041389,2.543227951860746
0.222,2.498762332326949,2.543562489551801
0.22225,2.498428379469729,2.54423156493391
0.2225,2.498094426612509,2.544900640316019
0.22275,2.497760473755289,2.545569715698128
0.223,2.497426520898069,2.546238791080238
0.22325,2.496758615183629,2.546573328771292
0.2235,2.496090709469189,2.546907866462347
0.22375,2.49575675661197,2.547576941844456
0.224,2.495422803754749,2.54791147953551
0.22425,2.49475489804031,2.54858055491762
0.2245,2.49442094518309,2.549249630299729
0.22475,2.49375303946865,2.549584167990783
0.225,2.49375303946865,2.550587781063947
0.22525,2.49308513375421,2.550922318755002
0.2255,2.49241722803977,2.551591394137111
0.22575,2.49208327518255,2.55226046951922
0.226,2.49141536946811,2.552929544901329
0.22625,2.49141536946811,2.553933157974493
0.2265,2.49074746375367,2.554267695665548
0.22675,2.490079558039231,2.554936771047657
0.227,2.489411652324791,2.555605846429766
0.22725,2.488743746610351,2.555940384120821
0.2275,2.488409793753131,2.55660945950293
0.22775,2.487741888038691,2.556943997193984
0.228,2.487073982324251,2.557613072576093
0.22825,2.486740029467031,2.558282147958203
0.2285,2.486072123752591,2.559285761031366
0.22875,2.485404218038151,2.559620298722421
0.229,2.484402359466492,2.56028937410453
0.22925,2.483734453752052,2.560623911795585
0.2295,2.483066548037612,2.560958449486639
0.22975,2.482064689465952,2.561627524868749
0.23,2.481730736608732,2.561962062559803
0.23025,2.481062830894293,2.562965675632967
0.2305,2.480728878037072,2.563300213324021
0.23075,2.480060972322633,2.564303826397185
0.231,2.479393066608193,2.564972901779294
0.23125,2.478391208036533,2.565307439470349
0.2315,2.477723302322093,2.565641977161404
0.23175,2.476721443750433,2.566311052543512
0.232,2.475719585178774,2.566311052543512
0.23225,2.474717726607114,2.566645590234567
0.2325,2.473715868035454,2.566980127925622
0.23275,2.472714009463794,2.567314665616677
0.233,2.471712150892134,2.567649203307731
0.23325,2.470710292320474,2.567649203307731
0.2335,2.469708433748815,2.567983740998785
0.23375,2.468706575177155,2.567983740998785
0.234,2.467704716605495,2.56831827868984
0.23425,2.466702858033835,2.568652816380895
0.2345,2.465700999462176,2.568987354071949
0.23475,2.464699140890516,2.568987354071949
0.235,2.463697282318856,2.569321891763004
0.23525,2.462695423747196,2.569656429454058
0.2355,2.461693565175537,2.569656429454058
0.23575,2.460691706603876,2.569990967145113
0.236,2.459689848032217,2.570325504836168
0.23625,2.459021942317777,2.570660042527222
0.2365,2.457686130888897,2.570994580218277
0.23675,2.456684272317237,2.570994580218277
0.237,2.455682413745578,2.571329117909332
0.23725,2.454680555173918,2.571329117909332
0.2375,2.453678696602258,2.571663655600386
0.23775,2.452342885173378,2.571663655600386
0.238,2.451341026601718,2.571663655600386
0.23825,2.450673120887279,2.57199819329144
0.2385,2.449671262315619,2.57199819329144
0.23875,2.448669403743959,2.57199819329144
0.239,2.447333592315079,2.572332730982495
0.23925,2.446665686600639,2.572332730982495
0.2395,2.44532987517176,2.572332730982495
0.23975,2.4443280166001,2.572332730982495
0.24,2.44332615802844,2.572332730982495
0.24025,2.44232429945678,2.57199819329144
0.2405,2.440988488027901,2.571663655600386
0.24075,2.439986629456241,2.571663655600386
0.241,2.438984770884581,2.571663655600386
0.24125,2.437648959455701,2.571329117909332
0.2415,2.436647100884041,2.571329117909332
0.24175,2.435645242312382,2.570994580218277
0.242,2.434309430883502,2.570660042527222
0.24225,2.432973619454622,2.570325504836168
0.2425,2.432305713740182,2.570325504836168
0.24275,2.431303855168522,2.570325504836168
0.243,2.430301996596863,2.569990967145113
0.24325,2.428966185167983,2.569321891763004
0.2435,2.427964326596324,2.568987354071949
0.24375,2.426628515167444,2.568652816380895
0.244,2.425626656595784,2.567983740998785
0.24425,2.424624798024124,2.567649203307731
0.2445,2.423622939452464,2.566980127925622
0.24475,2.422621080880805,2.566645590234567
0.245,2.421953175166365,2.566311052543512
0.24525,2.420951316594705,2.566311052543512
0.2455,2.419615505165825,2.565641977161404
0.24575,2.418947599451385,2.565307439470349
0.246,2.418279693736945,2.564972901779294
0.24625,2.417277835165286,2.564303826397185
0.2465,2.416275976593626,2.563634751015076
0.24675,2.415274118021966,2.562965675632967
0.247,2.414272259450306,2.562296600250858
0.24725,2.413604353735866,2.561962062559803
0.2475,2.412936448021426,2.561292987177694
0.24775,2.412602495164207,2.560958449486639
0.248,2.411934589449767,2.560623911795585
0.24825,2.411600636592547,2.56028937410453
0.2485,2.410598778020887,2.559620298722421
0.24875,2.409930872306447,2.558951223340312
0.249,2.409262966592007,2.558282147958203
0.24925,2.408261108020347,2.557278534885039
0.2495,2.407593202305907,2.55660945950293
0.24975,2.406591343734248,2.555605846429766
0.25,2.405923438019808,2.554602233356602
0.25025,2.405255532305368,2.553598620283438
0.2505,2.404253673733708,2.552595007210275
0.25075,2.403919720876488,2.551591394137111
0.251,2.403251815162049,2.550922318755002
0.25125,2.402917862304828,2.549918705681838
0.2515,2.402249956590389,2.548915092608674
0.25175,2.401582050875949,2.54791147953551
0.252,2.400914145161509,2.546907866462347
0.25225,2.400246239447069,2.545904253389183
0.2525,2.399912286589849,2.544900640316019
0.25275,2.399244380875409,2.543897027242855
0.253,2.398910428018189,2.542893414169692
0.25325,2.398242522303749,2.541555263405473
0.2535,2.39790856944653,2.54055165033231
0.25375,2.397574616589309,2.539548037259146
0.254,2.39724066373209,2.538544424185982
0.25425,2.39690671087487,2.537540811112818
0.2545,2.39657275801765,2.536871735730709
0.25475,2.39657275801765,2.535868122657545
0.255,2.39657275801765,2.534864509584382
0.25525,2.39623880516043,2.533860896511218
0.2555,2.39590485230321,2.532522745746999
0.25575,2.39557089944599,2.531519132673836
0.256,2.39523694658877,2.530180981909618
0.25625,2.39490299373155,2.529177368836454
0.2565,2.39456904087433,2.527839218072236
0.25675,2.39456904087433,2.526835604999071
0.257,2.39423508801711,2.525831991925908
0.25725,2.39423508801711,2.52449384116169
0.2575,2.39423508801711,2.523490228088526
0.25775,2.39423508801711,2.522486615015362
0.258,2.39423508801711,2.521483001942198
0.25825,2.39423508801711,2.52014485117798
0.2585,2.39423508801711,2.519141238104816
0.25875,2.39423508801711,2.518137625031653
0.259,2.39456904087433,2.517134011958489
0.25925,2.39456904087433,2.516130398885325
0.2595,2.39490299373155,2.515126785812161
0.25975,2.39490299373155,2.514123172738997
0.26,2.39523694658877,2.513119559665834
0.26025,2.39523694658877,2.511781408901615
0.2605,2.39557089944599,2.511112333519506
0.26075,2.39590485230321,2.510108720446342
0.261,2.39623880516043,2.509105107373179
0.26125,2.39623880516043,2.508101494300015
0.2615,2.39657275801765,2.507097881226851
0.26175,2.39690671087487,2.506428805844742
0.262,2.397574616589309,2.505425192771578
0.26225,2.397574616589309,2.504421579698414
0.2625,2.39790856944653,2.503083428934196
0.26275,2.398242522303749,2.502414353552087
0.263,2.398242522303749,2.501076202787869
0.26325,2.398910428018189,2.500072589714705
0.2635,2.399244380875409,2.499403514332596
0.26375,2.399912286589849,2.498399901259432
0.264,2.400246239447069,2.497396288186268
0.26425,2.400580192304289,2.496727212804159
0.2645,2.401248098018729,2.495723599730995
0.26475,2.401582050875949,2.495054524348886
0.265,2.402249956590389,2.494050911275723
0.26525,2.402583909447609,2.493381835893613
0.2655,2.403251815162049,2.49237822282045
0.26575,2.403585768019268,2.491374609747286
0.266,2.404253673733708,2.490705534365177
0.26625,2.404921579448148,2.490036458983067
0.2665,2.405589485162588,2.489367383600958
0.26675,2.406257390877028,2.488698308218849
0.267,2.406925296591468,2.488363770527795
0.26725,2.407593202305907,2.487694695145685
0.2675,2.407927155163128,2.487025619763576
0.26775,2.408595060877567,2.486022006690412
0.268,2.408929013734787,2.485018393617249
